MIS_DATE,APP_ID,BIRTH_DAYS,GENDER,MARRIAGE,ID_ISSUE_DAYS,EDUCATION,REQUEST_LOAN_AMOUNT,CURRENT_PROVINCE,REQ_MAX_AMT_R,REFERENCE_RELATIONSHIP_2,LIV_AGE_R,WOR_AGE_R,SPOUSE_REL,MAX_DPD
2019-06-30,1019544,9625,MALE,SINGLE,758,UNIVERSITY,30,Ha Noi,0.6,BROTHER/SISTER,1,0.05,0,0
2019-06-30,982138,8868,MALE,SINGLE,2680,HIGH_SCHOOL,50,Dong Nai,1,BROTHER/SISTER,0.58,0.13,0,284
2019-06-30,961022,9798,MALE,MARRIED,418,SECONDARY_SCHOOL,50,Ha Noi,1,COUSIN,1,0.07,1,10
2019-06-30,994117,10158,FEMALE,MARRIED,2875,PRIMARY_SCHOOL,30,Dong Nai,0.75,FATHER/MOTHER,0.11,0.04,1,-1
2019-06-30,997836,9711,FEMALE,MARRIED,4361,SECONDARY_SCHOOL,30,Kien Giang,1,FATHER/MOTHER,1.04,0.11,0,1
2019-06-30,953950,14813,FEMALE,SINGLE,1175,SECONDARY_SCHOOL,40,Binh Dinh,1,BROTHER/SISTER,1,0.1,0,4
2019-06-30,1013326,10769,MALE,MARRIED,4735,SECONDARY_SCHOOL,20,Tay Ninh,0.67,FATHER/MOTHER,0.07,0.07,1,72
2019-06-30,994376,15834,FEMALE,DIVORCE,627,HIGH_SCHOOL,50,Ha Noi,1,BROTHER/SISTER,1,0.05,0,1
2019-06-30,969084,10107,MALE,SINGLE,4848,HIGH_SCHOOL,25,Ha Nam,0.5,COUSIN,1,0.04,0,18
2019-06-30,1016015,18691,FEMALE,MARRIED,2837,SECONDARY_SCHOOL,30,Binh Dinh,0.6,CHILDREN,0.39,0.78,0,32
2019-06-30,1009659,10516,FEMALE,MARRIED,68,COLLEGE,30,Ha Noi,0.6,BROTHER/SISTER,0.08,0.04,1,0
2019-06-30,959652,12444,MALE,MARRIED,2839,HIGH_SCHOOL,50,Ha Noi,1,BROTHER/SISTER,0.97,0.09,1,26
2019-06-30,1001167,11396,MALE,MARRIED,31,HIGH_SCHOOL,50,Ha Nam,1,BROTHER/SISTER,1,0.06,1,103
2019-06-30,954334,12271,MALE,SINGLE,191,SECONDARY_SCHOOL,50,Ho Chi Minh,1,BROTHER/SISTER,0.07,0.07,0,-1
2019-06-30,1000293,15877,MALE,DIVORCE,31,SECONDARY_SCHOOL,50,Can Tho,1,BROTHER/SISTER,0.47,0.01,0,40
2019-06-30,990229,9162,FEMALE,MARRIED,2167,SECONDARY_SCHOOL,30,Binh Duong,0.6,FATHER/MOTHER,0.02,0.2,1,141
2019-06-30,970732,12937,MALE,MARRIED,480,HIGH_SCHOOL,40,Phu Tho,1,COUSIN,1,0.34,0,1
2019-06-30,953470,10358,FEMALE,MARRIED,1674,PRIMARY_SCHOOL,40,Vinh Long,1,BROTHER/SISTER,1,0.07,1,181
2019-06-30,969459,13783,MALE,MARRIED,2179,SECONDARY_SCHOOL,50,Long An,1,COUSIN,0.97,0.29,1,9
2019-06-30,1015786,9350,MALE,SINGLE,1972,COLLEGE,20,Quang Ngai,0.67,FATHER/MOTHER,1,0.12,0,1
2019-06-30,978953,11316,MALE,MARRIED,1161,HIGH_SCHOOL,20,Binh Duong,0.5,BROTHER/SISTER,0.03,0.03,1,1
2019-06-30,993682,11784,FEMALE,MARRIED,491,HIGH_SCHOOL,40,Vinh Long,0.8,BROTHER/SISTER,0.31,0.25,1,2
2019-06-30,1010784,14124,FEMALE,MARRIED,1690,SECONDARY_SCHOOL,30,Tien Giang,1,BROTHER/SISTER,1,0.26,0,-1
2019-06-30,952377,16405,FEMALE,WIDOW,1872,SECONDARY_SCHOOL,40,Nghe An,1,BROTHER/SISTER,0.58,0.01,0,61
2019-06-30,973122,10218,FEMALE,MARRIED,1560,SECONDARY_SCHOOL,25,Ba Ria - Vung Tau,0.5,FATHER/MOTHER,0.11,0.07,1,2
2019-06-30,1001161,14416,FEMALE,MARRIED,2403,SECONDARY_SCHOOL,40,Quang Ngai,1,BROTHER/SISTER,0.1,0.46,0,2
2019-06-30,966518,15209,MALE,MARRIED,7,HIGH_SCHOOL,30,Ben Tre,0.6,CHILDREN,0.95,0.24,0,-1
2019-06-30,968586,21343,FEMALE,DIVORCE,1509,HIGH_SCHOOL,30,Kien Giang,0.75,CHILDREN,1,0.17,0,181
2019-06-30,991826,19592,FEMALE,WIDOW,2867,COLLEGE,40,Tien Giang,0.8,CHILDREN,0.44,0.11,0,10
2019-06-30,960390,12680,MALE,WIDOW,1127,SECONDARY_SCHOOL,20,Binh Duong,0.4,COUSIN,0.29,0.01,0,24
2019-06-30,1019124,12962,FEMALE,MARRIED,135,SECONDARY_SCHOOL,30,Tien Giang,0.75,COUSIN,0.34,0.14,0,92
2019-06-30,952720,10846,MALE,MARRIED,787,UNIVERSITY,20,Kien Giang,0.4,BROTHER/SISTER,0.1,0.07,1,3
2019-06-30,1007523,12682,MALE,MARRIED,1061,HIGH_SCHOOL,40,Ho Chi Minh,1,COUSIN,1,0.34,1,254
2019-06-30,969339,12205,MALE,MARRIED,123,HIGH_SCHOOL,40,Phu Tho,1,BROTHER/SISTER,1,0.18,1,43
2019-06-30,1003491,14446,MALE,MARRIED,2529,UNIVERSITY,20,Ha Noi,0.4,FATHER/MOTHER,0.03,0.05,0,-1
2019-06-30,965692,10971,FEMALE,MARRIED,186,SECONDARY_SCHOOL,30,Ha Nam,0.75,COUSIN,0.2,0.07,1,12
2019-06-30,955488,12953,FEMALE,DIVORCE,2268,SECONDARY_SCHOOL,20,Dong Nai,0.5,BROTHER/SISTER,0.28,0.01,0,2
2019-06-30,1008473,9924,FEMALE,MARRIED,4338,SECONDARY_SCHOOL,30,An Giang,0.6,FRIEND/CO-WORKER,0.11,0.37,0,1
2019-06-30,969374,9402,FEMALE,DIVORCE,1329,SECONDARY_SCHOOL,30,Khanh Hoa,0.75,FATHER/MOTHER,0.96,0.5,0,2
2019-06-30,967236,13306,MALE,MARRIED,1430,SECONDARY_SCHOOL,30,Ho Chi Minh,0.75,BROTHER/SISTER,0.04,0.01,1,232
2019-06-30,1016508,12888,MALE,MARRIED,2272,SECONDARY_SCHOOL,40,Ninh Thuan,1,BROTHER/SISTER,0.09,0.09,1,2
2019-06-30,980882,12947,FEMALE,MARRIED,5060,SECONDARY_SCHOOL,40,Ho Chi Minh,0.8,COUSIN,0.06,0.06,1,2
2019-06-30,952424,15856,MALE,MARRIED,118,SECONDARY_SCHOOL,30,Ho Chi Minh,0.75,COUSIN,0.12,0.23,1,122
2019-06-30,975758,18536,FEMALE,MARRIED,5205,SECONDARY_SCHOOL,30,Nghe An,0.75,CHILDREN,0.47,0.42,1,5
2019-06-30,971807,8998,FEMALE,SINGLE,2643,HIGH_SCHOOL,50,Ha Noi,1,BROTHER/SISTER,1,0.04,0,1
2019-06-30,965878,13152,FEMALE,MARRIED,31,SECONDARY_SCHOOL,50,Tien Giang,1,FATHER/MOTHER IN LAW,0.22,0.11,1,181
2019-06-30,960576,10881,FEMALE,DIVORCE,4796,UNIVERSITY,30,Quang Ninh,0.6,COUSIN,0.67,0.07,0,1
2019-06-30,964797,10748,MALE,MARRIED,3498,HIGH_SCHOOL,40,Binh Duong,1,BROTHER/SISTER,0.03,0.03,1,239
2019-06-30,965313,12428,FEMALE,MARRIED,2877,UNIVERSITY,50,Ha Noi,1,BROTHER/SISTER,0.44,0.03,0,3
2019-06-30,970973,10560,FEMALE,MARRIED,4838,SECONDARY_SCHOOL,20,Dong Nai,0.4,BROTHER/SISTER,0.1,0.01,1,0
2019-06-30,987586,12950,FEMALE,MARRIED,1786,PRIMARY_SCHOOL,20,Long An,0.4,BROTHER/SISTER,0.46,0.43,1,-1
2019-06-30,980763,18426,MALE,DIVORCE,1416,SECONDARY_SCHOOL,40,Long An,0.8,BROTHER/SISTER,1,0.14,0,264
2019-06-30,974469,10962,MALE,MARRIED,1665,HIGH_SCHOOL,40,Binh Duong,0.8,COUSIN,0.2,0.03,1,2
2019-06-30,958152,12511,MALE,MARRIED,1907,SECONDARY_SCHOOL,50,Binh Duong,1,FATHER/MOTHER,0.21,0.21,1,150
2019-06-30,961930,9763,MALE,SINGLE,4396,SECONDARY_SCHOOL,20,Hai Duong,0.4,BROTHER/SISTER,1,0.04,0,212
2019-06-30,977971,10180,MALE,MARRIED,4084,UNIVERSITY,30,Ha Nam,0.75,COUSIN,1,0.07,1,2
2019-06-30,985587,9031,FEMALE,SINGLE,2918,HIGH_SCHOOL,40,An Giang,0.8,FATHER/MOTHER,0.2,0.2,0,2
2019-06-30,988556,12719,MALE,SINGLE,270,PRIMARY_SCHOOL,20,Binh Duong,0.5,BROTHER/SISTER,0.57,0.43,0,203
2019-06-30,991984,19470,FEMALE,MARRIED,250,SECONDARY_SCHOOL,40,Tien Giang,1,COUSIN,0.08,0.08,0,1
2019-06-30,964578,13700,MALE,MARRIED,3460,SECONDARY_SCHOOL,50,Ha Noi,1,COUSIN,1.03,0.53,1,362
2019-06-30,950883,13888,MALE,MARRIED,4502,HIGH_SCHOOL,30,Tay Ninh,0.75,BROTHER/SISTER,1,0.07,1,18
2019-06-30,1008302,11333,FEMALE,MARRIED,5053,HIGH_SCHOOL,50,Khanh Hoa,1,BROTHER/SISTER,0.32,0.32,0,253
2019-06-30,999643,17605,FEMALE,MARRIED,2771,HIGH_SCHOOL,50,Nghe An,1,CHILDREN,0.08,0.08,0,2
2019-06-30,957423,12481,FEMALE,MARRIED,2811,SECONDARY_SCHOOL,30,Thanh Hoa,0.6,BROTHER/SISTER,0.21,0.21,1,10
2019-06-30,977772,11237,MALE,MARRIED,1068,HIGH_SCHOOL,50,Ha Noi,1,COUSIN,0.97,0.32,1,264
2019-06-30,965019,15358,MALE,DIVORCE,2879,HIGH_SCHOOL,30,Ho Chi Minh,0.75,COUSIN,1,0.06,0,57
2019-06-30,964702,13248,MALE,MARRIED,1922,UNIVERSITY,50,Thanh Hoa,1,COUSIN,0.08,0.08,0,93
2019-06-30,1014683,9620,MALE,MARRIED,2627,SECONDARY_SCHOOL,20,Thanh Hoa,0.5,BROTHER/SISTER,1,0.15,1,162
2019-06-30,951646,13649,FEMALE,MARRIED,2130,HIGH_SCHOOL,25,Tay Ninh,0.63,BROTHER/SISTER,0.89,0.03,1,122
2019-06-30,1005178,15625,MALE,MARRIED,3978,SECONDARY_SCHOOL,50,Can Tho,1,COUSIN,0.37,0.3,0,17
2019-06-30,1008890,10375,MALE,SINGLE,1217,HIGH_SCHOOL,40,Ho Chi Minh,1,BROTHER/SISTER,0.11,0.11,0,9
2019-06-30,993796,11077,MALE,MARRIED,705,HIGH_SCHOOL,20,Ho Chi Minh,0.67,HUSBAND/WIFE,0.33,0.13,1,21
2019-06-30,975446,9293,FEMALE,SINGLE,1009,SECONDARY_SCHOOL,20,Long An,0.67,FATHER/MOTHER,1.04,0.4,0,6
2019-06-30,961526,13673,MALE,MARRIED,1464,UNIVERSITY,40,Binh Duong,1,FATHER/MOTHER,0.29,0.01,1,0
2019-06-30,994036,13487,MALE,MARRIED,2468,UNIVERSITY,40,Nam Dinh,1,HUSBAND/WIFE,0.27,0.32,1,2
2019-06-30,999006,15146,MALE,DIVORCE,1459,SECONDARY_SCHOOL,30,Binh Thuan,1,COUSIN,0.24,0.24,0,91
2019-06-30,1006538,9120,FEMALE,SINGLE,3323,HIGH_SCHOOL,30,Binh Phuoc,1,FATHER/MOTHER,0.28,0.01,0,1
2019-06-30,960844,14244,FEMALE,MARRIED,4778,SECONDARY_SCHOOL,15,Binh Duong,0.38,BROTHER/SISTER,0.26,0.05,0,122
2019-06-30,881471,20047,FEMALE,DIVORCE,1633,HIGH_SCHOOL,50,Phu Tho,1,FRIEND/CO-WORKER,1,0.07,0,2
2019-06-30,965917,9106,FEMALE,SINGLE,3291,HIGH_SCHOOL,30,Ho Chi Minh,0.75,BROTHER/SISTER,0.8,0.03,0,3
2019-06-30,1011347,11872,MALE,MARRIED,3295,HIGH_SCHOOL,40,Ha Noi,1,COUSIN,0.02,0.02,1,64
2019-06-30,985186,14775,FEMALE,MARRIED,1236,HIGH_SCHOOL,30,Ben Tre,0.6,BROTHER/SISTER,0.25,0.25,1,52
2019-06-30,960314,12688,FEMALE,MARRIED,1163,SECONDARY_SCHOOL,35,Binh Phuoc,0.7,CHILDREN,0.97,0.06,1,150
2019-06-30,961132,14368,MALE,DIVORCE,841,SECONDARY_SCHOOL,15,Ho Chi Minh,0.38,COUSIN,0.08,0.08,0,0
2019-06-30,965711,8992,MALE,SINGLE,2521,SECONDARY_SCHOOL,20,Thanh Hoa,0.5,COUSIN,0.09,0.01,0,181
2019-06-30,970285,12312,MALE,MARRIED,2673,UNIVERSITY,20,Phu Tho,0.5,BROTHER/SISTER,1,0.15,1,-1
2019-06-30,1010024,11498,MALE,MARRIED,1965,SECONDARY_SCHOOL,40,Binh Duong,1,FATHER/MOTHER,0.1,0.1,0,20
2019-06-30,944891,16219,MALE,MARRIED,3135,HIGH_SCHOOL,30,Tien Giang,0.75,FRIEND/CO-WORKER,1,0.02,1,91
2019-06-30,979067,12895,MALE,MARRIED,7,SECONDARY_SCHOOL,40,Hai Duong,1,COUSIN,1,0.02,0,113
2019-06-30,965962,9209,FEMALE,MARRIED,2854,SECONDARY_SCHOOL,50,Dong Nai,1,BROTHER/SISTER,0.12,0.12,1,14
2019-06-30,1019229,9937,MALE,MARRIED,2134,PRIMARY_SCHOOL,20,Tien Giang,0.67,BROTHER/SISTER,0.07,0.04,0,42
2019-06-30,1001581,9449,MALE,SINGLE,4238,SECONDARY_SCHOOL,20,Dong Nai,0.67,COUSIN,0.23,0.05,0,1
2019-06-30,966898,13148,FEMALE,DIVORCE,8,HIGH_SCHOOL,30,Ho Chi Minh,0.6,BROTHER/SISTER,0.47,0.47,0,61
2019-06-30,994463,16248,FEMALE,MARRIED,1029,COLLEGE,50,Nghe An,1,COUSIN,0.58,0.44,0,3
2019-06-30,967091,9898,MALE,MARRIED,2292,HIGH_SCHOOL,30,Dong Nai,0.6,BROTHER/SISTER,0.04,0.04,1,150
2019-06-30,944865,14393,MALE,MARRIED,3082,PRIMARY_SCHOOL,40,Tien Giang,1,COUSIN,0.97,0.26,1,105
2019-06-30,1003734,15878,MALE,DIVORCE,1136,SECONDARY_SCHOOL,40,Ho Chi Minh,0.8,BROTHER/SISTER,0.07,0.21,0,1
2019-06-30,991691,10815,MALE,SINGLE,1584,HIGH_SCHOOL,15,Binh Duong,0.38,BROTHER/SISTER,0.1,0.08,0,220
2019-06-30,954337,15645,MALE,MARRIED,11,HIGH_SCHOOL,30,Phu Tho,0.6,CHILDREN,1,0.16,1,58
2019-06-30,959570,13138,MALE,MARRIED,4192,HIGH_SCHOOL,50,Ho Chi Minh,1,BROTHER/SISTER,0.36,0.25,1,-1
2019-06-30,1007605,13688,MALE,DIVORCE,1361,SECONDARY_SCHOOL,30,Can Tho,1,BROTHER/SISTER,1,0.54,0,33
2019-06-30,957987,9199,FEMALE,MARRIED,12,HIGH_SCHOOL,40,Ha Nam,1,COUSIN,0.28,0.08,1,10
2019-06-30,956749,13301,MALE,DIVORCE,3875,SECONDARY_SCHOOL,30,Kien Giang,0.75,BROTHER/SISTER,1,0.11,0,84
2019-06-30,970634,8910,MALE,SINGLE,330,SECONDARY_SCHOOL,40,Ho Chi Minh,1,COUSIN,0.04,0.04,0,212
2019-06-30,961618,12811,MALE,SINGLE,285,SECONDARY_SCHOOL,50,Ho Chi Minh,1,BROTHER/SISTER,0.94,0.09,0,303
2019-06-30,956144,11054,FEMALE,MARRIED,1289,SECONDARY_SCHOOL,50,Tay Ninh,1,BROTHER/SISTER,0.17,0.17,1,4
2019-06-30,958299,9648,FEMALE,MARRIED,441,UNIVERSITY,40,Phu Tho,1,COUSIN,1.04,0.15,0,83
2019-06-30,959148,12267,MALE,MARRIED,4098,HIGH_SCHOOL,20,Nghe An,0.4,COUSIN,1,0.09,1,84
2019-06-30,949766,15981,FEMALE,WIDOW,1629,SECONDARY_SCHOOL,30,Long An,0.6,CHILDREN,0.02,0.45,0,0
2019-06-30,981784,12657,FEMALE,MARRIED,2631,HIGH_SCHOOL,50,Phu Tho,1,BROTHER/SISTER,1,0.29,1,4
2019-06-30,971204,15151,MALE,DIVORCE,3274,HIGH_SCHOOL,30,Ho Chi Minh,0.6,FATHER/MOTHER,0.36,0.48,0,-1
2019-06-30,946904,10906,MALE,SINGLE,575,HIGH_SCHOOL,30,Thua Thien Hue,0.6,FATHER/MOTHER,0.6,0.03,0,181
2019-06-30,957914,10196,MALE,DIVORCE,3557,HIGH_SCHOOL,40,Hung Yen,1,BROTHER/SISTER,0.25,0.07,0,121
2019-06-30,996572,8936,MALE,SINGLE,3201,HIGH_SCHOOL,30,Ho Chi Minh,1,COUSIN,0.17,0.25,0,254
2019-06-30,963354,12575,MALE,MARRIED,980,SECONDARY_SCHOOL,20,Tay Ninh,0.5,BROTHER/SISTER,0.18,0.18,0,11
2019-06-30,981758,12359,FEMALE,DIVORCE,49,HIGH_SCHOOL,20,Binh Dinh,0.5,COUSIN,0.18,0.15,0,62
2019-06-30,978764,10892,FEMALE,MARRIED,1384,HIGH_SCHOOL,30,Dong Nai,0.6,HUSBAND/WIFE,1,0.17,1,122
2019-06-30,981704,17696,MALE,MARRIED,1785,HIGH_SCHOOL,50,Binh Dinh,1,COUSIN,0.06,0.04,1,43
2019-06-30,960747,9969,MALE,SINGLE,19,SECONDARY_SCHOOL,20,Ho Chi Minh,0.5,COUSIN,0.11,0.11,0,30
2019-06-30,974054,11434,MALE,MARRIED,3,HIGH_SCHOOL,30,Quang Ngai,0.75,COUSIN,0.13,0.23,1,2
2019-06-30,982743,9392,MALE,SINGLE,3473,HIGH_SCHOOL,40,Binh Duong,1,BROTHER/SISTER,0.06,0.08,0,2
2019-06-30,954403,10728,MALE,SINGLE,1898,HIGH_SCHOOL,30,An Giang,0.6,BROTHER/SISTER,1,0.24,0,-1
2019-06-30,954024,12935,MALE,MARRIED,4980,SECONDARY_SCHOOL,40,Ho Chi Minh,1,FATHER/MOTHER,0.06,0.06,1,-1
2019-06-30,983880,14645,MALE,MARRIED,2187,COLLEGE,30,Thanh Hoa,0.6,COUSIN,0.2,0.45,0,5
2019-06-30,998156,11119,MALE,MARRIED,572,HIGH_SCHOOL,50,Thanh Hoa,1,COUSIN,1.1,0.03,0,16
2019-06-30,971997,9611,MALE,SINGLE,235,HIGH_SCHOOL,50,Binh Duong,1,COUSIN,0.03,0.03,0,150
2019-06-30,997355,10207,MALE,MARRIED,1367,HIGH_SCHOOL,40,Ho Chi Minh,1,FATHER/MOTHER,0.02,0.07,1,254
2019-06-30,1008309,20994,MALE,MARRIED,3736,SECONDARY_SCHOOL,15,Tien Giang,0.38,BROTHER/SISTER,0.04,0.11,1,-1
2019-06-30,958419,18429,FEMALE,MARRIED,26,HIGH_SCHOOL,20,Phu Tho,0.4,CHILDREN,0.57,0.1,1,91
2019-06-30,980625,11052,MALE,MARRIED,2629,HIGH_SCHOOL,50,Thanh Hoa,1,FATHER/MOTHER,1,0.13,1,14
2019-06-30,983881,11529,MALE,MARRIED,1819,SECONDARY_SCHOOL,40,Ho Chi Minh,1,FATHER/MOTHER,0.13,0.19,1,82
2019-06-30,1014134,14568,MALE,MARRIED,449,SECONDARY_SCHOOL,50,Hung Yen,1,COUSIN,1,0.1,0,11
2019-06-30,1007619,12940,FEMALE,MARRIED,3756,PRIMARY_SCHOOL,30,Ho Chi Minh,1,HUSBAND/WIFE,0.01,0.01,1,3
2019-06-30,959533,14399,FEMALE,MARRIED,601,SECONDARY_SCHOOL,30,Ho Chi Minh,0.75,CHILDREN,0.04,0.04,1,30
2019-06-30,975614,9223,MALE,SINGLE,70,COLLEGE,25,Kien Giang,0.63,FATHER/MOTHER,1,0.16,0,12
2019-06-30,963375,9751,FEMALE,MARRIED,104,HIGH_SCHOOL,30,Khanh Hoa,0.6,COUSIN,0.06,0.04,1,5
2019-06-30,992285,9653,MALE,SINGLE,1741,SECONDARY_SCHOOL,20,Binh Thuan,0.67,BROTHER/SISTER,0.77,0.23,0,100
2019-06-30,989796,13766,MALE,MARRIED,1391,HIGH_SCHOOL,40,Binh Dinh,0.8,BROTHER/SISTER,0.24,0.08,1,1
2019-06-30,989304,10434,MALE,MARRIED,97,SECONDARY_SCHOOL,20,Can Tho,0.67,COUSIN,0.03,0.03,0,82
2019-06-30,969871,16309,MALE,DIVORCE,3887,HIGH_SCHOOL,40,Ho Chi Minh,0.8,COUSIN,0.01,0.01,0,264
2019-06-30,991055,9768,FEMALE,MARRIED,1101,SECONDARY_SCHOOL,50,Ha Nam,1,COUSIN,0.19,0.11,1,4
2019-06-30,977169,12801,MALE,MARRIED,1799,HIGH_SCHOOL,50,Ben Tre,1,BROTHER/SISTER,0.11,0.09,1,212
2019-06-30,978295,15957,FEMALE,DIVORCE,1248,HIGH_SCHOOL,20,Quang Ninh,0.4,COUSIN,0.91,0.05,0,8
2019-06-30,953496,10979,MALE,DIVORCE,1948,SECONDARY_SCHOOL,30,Ho Chi Minh,0.75,FATHER/MOTHER,0.07,0.1,0,150
2019-06-30,1009401,15150,FEMALE,MARRIED,517,PRIMARY_SCHOOL,50,Long An,1,CHILDREN,0.51,0.05,1,223
2019-06-30,987327,8934,FEMALE,MARRIED,3156,SECONDARY_SCHOOL,30,Dong Nai,0.6,BROTHER/SISTER,0.15,0.18,1,113
2019-06-30,989462,17020,FEMALE,MARRIED,1725,SECONDARY_SCHOOL,50,Binh Dinh,1,COUSIN,1,0.09,0,5
2019-06-30,986093,11081,FEMALE,MARRIED,44,SECONDARY_SCHOOL,50,Tay Ninh,1,BROTHER/SISTER,0.03,0.03,1,13
2019-06-30,1000148,10763,MALE,DIVORCE,499,PRIMARY_SCHOOL,20,Long An,0.5,BROTHER/SISTER,1.03,0.07,0,-1
2019-06-30,973810,15196,MALE,DIVORCE,13,HIGH_SCHOOL,40,Quang Ngai,1,COUSIN,1,0.24,0,150
2019-06-30,960022,13304,MALE,DIVORCE,21,SECONDARY_SCHOOL,40,Ho Chi Minh,1,FRIEND/CO-WORKER,0.11,0.11,0,-1
2019-06-30,967090,10852,MALE,SINGLE,3191,HIGH_SCHOOL,50,Ho Chi Minh,1,BROTHER/SISTER,0.07,0.07,0,16
2019-06-30,948369,12276,MALE,MARRIED,4222,HIGH_SCHOOL,20,Vinh Long,0.4,COUSIN,1.03,0.44,0,15
2019-06-30,1009978,19600,FEMALE,MARRIED,684,HIGH_SCHOOL,20,Ho Chi Minh,0.67,BROTHER/SISTER,0.93,0.09,1,0
2019-06-30,985817,11648,MALE,SINGLE,487,SECONDARY_SCHOOL,20,Binh Duong,0.67,FATHER/MOTHER,0.63,0.05,0,0
2019-06-30,969973,9396,MALE,SINGLE,330,UNIVERSITY,25,Ho Chi Minh,0.63,COUSIN,0.96,0.02,0,4
2019-06-30,962842,21097,MALE,MARRIED,86,HIGH_SCHOOL,20,Hai Duong,0.5,COUSIN,0.83,0.19,0,10
2019-06-30,976863,13488,MALE,MARRIED,1654,SECONDARY_SCHOOL,15,Binh Thuan,0.38,FATHER/MOTHER,0.27,0.54,0,172
2019-06-30,997165,11798,MALE,MARRIED,2784,HIGH_SCHOOL,40,Thanh Hoa,0.8,BROTHER/SISTER,0.13,0.13,1,1
2019-06-30,958125,14354,MALE,MARRIED,1108,HIGH_SCHOOL,15,Ho Chi Minh,0.38,BROTHER/SISTER,0.05,0.23,1,84
2019-06-30,991266,11391,MALE,MARRIED,2368,HIGH_SCHOOL,20,Ha Noi,0.5,BROTHER/SISTER,0.13,0.35,1,203
2019-06-30,976438,10296,MALE,MARRIED,848,HIGH_SCHOOL,50,Binh Duong,1,COUSIN,0.18,0.18,0,-1
2019-06-30,979740,11924,MALE,SINGLE,153,HIGH_SCHOOL,30,Ho Chi Minh,0.75,BROTHER/SISTER,0.45,0.05,0,9
2019-06-30,964345,17000,MALE,DIVORCE,2,HIGH_SCHOOL,30,Ho Chi Minh,0.75,BROTHER/SISTER,0.09,0.15,0,272
2019-06-30,965361,9979,MALE,MARRIED,20,SECONDARY_SCHOOL,30,Ho Chi Minh,0.6,BROTHER/SISTER,0.89,0.07,1,53
2019-06-30,951080,12966,FEMALE,DIVORCE,1345,HIGH_SCHOOL,40,Hung Yen,1,COUSIN,0.56,0.42,0,0
2019-06-30,1003026,17705,MALE,MARRIED,870,SECONDARY_SCHOOL,20,An Giang,0.5,BROTHER/SISTER,0.63,0.63,1,2
2019-06-30,960198,11843,FEMALE,MARRIED,4432,HIGH_SCHOOL,20,Ho Chi Minh,0.5,BROTHER/SISTER,0.09,0.09,1,0
2019-06-30,964006,11836,FEMALE,MARRIED,4777,SECONDARY_SCHOOL,50,Thanh Hoa,1,FATHER/MOTHER,0.72,0.06,1,1
2019-06-30,976728,10260,MALE,MARRIED,1546,SECONDARY_SCHOOL,40,Binh Duong,1,BROTHER/SISTER,0.04,0.04,1,241
2019-06-30,986703,11442,MALE,SINGLE,1019,SECONDARY_SCHOOL,30,Ho Chi Minh,0.75,BROTHER/SISTER,0.02,0.02,0,170
2019-06-30,993885,11805,MALE,MARRIED,1885,HIGH_SCHOOL,40,Thanh Hoa,1,BROTHER/SISTER,1,0.09,0,51
2019-06-30,986443,14410,FEMALE,DIVORCE,570,HIGH_SCHOOL,30,Long An,0.75,COUSIN,1,0.08,0,3
2019-06-30,992777,10235,MALE,MARRIED,1446,HIGH_SCHOOL,30,Hai Duong,0.75,COUSIN,1,0.43,0,0
2019-06-30,974494,17841,MALE,MARRIED,2091,HIGH_SCHOOL,50,Ha Noi,1,BROTHER/SISTER,0.35,0.35,1,112
2019-06-30,957273,9573,FEMALE,WIDOW,2771,HIGH_SCHOOL,20,Tay Ninh,0.4,BROTHER/SISTER,1,0.06,0,5
2019-06-30,956800,16825,FEMALE,MARRIED,39,HIGH_SCHOOL,40,Binh Phuoc,1,CHILDREN,0.59,0.46,1,15
2019-06-30,1008308,14656,MALE,MARRIED,2287,HIGH_SCHOOL,50,Thanh Hoa,1,BROTHER/SISTER,1,0.13,0,2
2019-06-30,953852,12524,MALE,MARRIED,8,SECONDARY_SCHOOL,30,Dong Nai,0.75,BROTHER/SISTER,1.03,0.24,0,6
2019-06-30,962849,15362,FEMALE,MARRIED,735,SECONDARY_SCHOOL,50,Ha Noi,1,BROTHER/SISTER,0.45,0.24,1,303
2019-06-30,1015482,11227,MALE,MARRIED,1322,COLLEGE,50,Ha Noi,1,COUSIN,1,0.29,0,2
2019-06-30,987374,21467,MALE,MARRIED,2416,UNIVERSITY,50,Quang Ninh,1,CHILDREN,0.17,0.34,1,11
2019-06-30,986250,12322,FEMALE,DIVORCE,1788,HIGH_SCHOOL,30,Ho Chi Minh,0.6,COUSIN,0.59,0.29,0,-1
2019-06-30,983750,11718,MALE,MARRIED,29,SECONDARY_SCHOOL,30,Ho Chi Minh,0.6,BROTHER/SISTER,0.01,0.11,1,232
2019-06-30,964285,18617,FEMALE,DIVORCE,2172,SECONDARY_SCHOOL,50,Ho Chi Minh,1,CHILDREN,1,0.02,0,1
2019-06-30,996542,9640,MALE,SINGLE,252,HIGH_SCHOOL,20,Ho Chi Minh,0.67,BROTHER/SISTER,0.02,0.02,0,8
2019-06-30,981855,19888,MALE,MARRIED,9,SECONDARY_SCHOOL,30,Binh Thuan,0.75,CHILDREN,1.02,0.11,1,5
2019-06-30,976200,10811,FEMALE,MARRIED,481,SECONDARY_SCHOOL,30,Ben Tre,0.6,FATHER/MOTHER,1,0.07,1,91
2019-06-30,985631,17516,MALE,MARRIED,58,HIGH_SCHOOL,30,Ha Noi,0.6,BROTHER/SISTER,0.79,0.1,0,-1
